Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain
1974,Graduation,Married,26067.0,1,0,3552,49,22,2,18,0,2,12,3,3,0,3,8,0,0
1969,Basic,Together,22390.0,0,0,3359,49,0,1,4,15,1,5,1,1,0,2,7,0,0
1978,Graduation,Together,70440.0,0,0,3431,49,690,117,499,76,102,88,1,5,10,7,3,0,0
1978,Graduation,Single,60199.0,1,2,3310,49,8,1,7,2,0,0,1,0,0,3,4,0,0
1981,Graduation,Together,38547.0,1,0,3413,49,6,1,10,0,1,4,1,1,0,2,8,0,1
1980,Graduation,Married,19107.0,1,0,3419,49,2,4,9,10,5,16,2,1,0,3,7,0,0
1985,PhD,Single,37929.0,0,0,3442,49,202,2,46,3,2,10,2,4,2,5,7,1,0
1950,Graduation,Single,16813.0,0,0,3453,49,4,8,11,12,2,13,1,2,0,3,7,0,0
1957,Graduation,Married,62187.0,0,0,3526,49,792,0,275,45,45,126,1,4,8,5,3,0,0
1966,Graduation,Together,57811.0,0,1,3478,49,545,7,114,37,21,78,5,7,2,11,5,0,0
1956,Master,Together,50943.0,0,1,3481,49,31,0,7,2,0,6,1,1,0,3,5,0,0
1956,Master,Together,50943.0,0,1,3481,49,31,0,7,2,0,6,1,1,0,3,5,0,0
1975,Graduation,Single,53201.0,1,1,3317,49,280,7,81,20,0,27,8,6,3,5,7,0,0
1963,Graduation,Together,54414.0,1,1,3630,49,109,18,16,24,26,18,4,3,1,5,4,0,0
1972,Graduation,Together,26290.0,1,1,3318,49,15,8,16,11,5,22,4,2,0,4,6,0,0
1959,Graduation,Divorced,61250.0,0,1,3668,49,382,138,65,60,26,59,6,5,2,12,5,0,0
1947,Basic,Together,28389.0,0,0,3694,49,1,5,3,7,4,8,1,1,0,2,7,0,0
1965,Master,Single,55250.0,0,1,3724,49,664,58,83,32,0,66,4,7,5,10,5,0,0
1966,Graduation,Together,37758.0,1,1,3918,49,27,2,10,0,0,1,2,1,0,3,8,0,0
1966,Graduation,Together,37758.0,1,1,3918,49,27,2,10,0,0,1,2,1,0,3,8,0,0
1957,PhD,Married,37633.0,1,1,3755,49,13,4,20,0,0,1,2,1,0,3,9,0,0
1963,PhD,Together,33629.0,1,1,3798,49,132,0,16,0,0,4,5,3,1,4,9,0,0
1967,PhD,Married,36947.0,1,1,3829,49,88,3,21,4,1,29,4,3,0,4,9,0,0
1952,Graduation,Divorced,69142.0,0,1,3108,50,448,4,34,6,4,39,3,8,1,7,5,0,0
1959,Graduation,Married,53154.0,0,1,3039,50,129,0,21,0,1,7,1,3,1,4,4,0,0
1960,PhD,Married,65695.0,0,1,3257,50,371,32,189,0,58,6,2,5,4,10,4,0,0
1952,PhD,Together,69805.0,0,1,3267,50,750,71,174,13,10,20,2,6,8,11,2,0,0
1978,2n Cycle,Single,36975.0,1,0,3291,50,10,6,11,0,4,2,1,1,0,3,7,0,0
1973,Graduation,Married,26228.0,1,0,3388,50,2,6,4,3,1,9,1,1,0,2,8,0,0
1972,Master,Married,37787.0,1,0,3390,50,40,1,40,4,3,18,1,3,0,3,8,0,0
1974,PhD,Married,37087.0,1,0,3341,50,194,55,134,15,0,3,3,4,2,8,6,0,0
1952,2n Cycle,Together,57247.0,0,1,3433,50,99,4,32,37,54,6,2,2,1,7,2,0,0
1954,PhD,Married,36930.0,0,1,3516,50,223,2,31,0,2,39,5,5,2,4,8,0,0
1963,Master,Divorced,48721.0,1,1,3520,50,81,18,113,47,13,21,6,4,2,5,6,0,0
1969,Master,Married,43641.0,1,1,3541,50,57,2,51,4,2,23,3,2,1,4,6,0,0
1951,Graduation,Married,75903.0,0,1,3437,50,340,108,185,130,38,100,2,6,6,9,3,0,0
1956,Graduation,Married,71391.0,0,1,3565,50,336,123,274,46,123,141,5,6,5,12,3,0,0
1976,PhD,Married,16927.0,1,1,3378,50,20,2,23,3,1,4,5,3,0,4,8,0,0
1961,Graduation,Divorced,27215.0,2,1,3630,50,30,5,22,8,9,28,4,2,1,4,6,0,0
1976,Graduation,Married,53858.0,0,1,3764,50,407,53,221,58,150,26,4,4,3,6,4,0,0
1963,Graduation,Single,30983.0,0,0,3764,50,51,4,50,12,1,49,1,4,0,3,8,1,0
1952,Graduation,Together,43462.0,1,1,3675,50,90,17,97,15,6,15,6,4,1,5,8,0,0
1956,Graduation,Married,63943.0,0,1,3979,50,423,184,368,13,97,21,1,6,4,6,5,0,0
1986,Graduation,Single,26816.0,0,0,3789,50,5,1,6,3,4,3,1,0,0,3,4,0,0
1976,2n Cycle,Together,75484.0,0,1,3980,50,378,97,259,197,194,34,2,7,3,6,4,0,0
1966,Master,Together,33564.0,0,1,3113,51,61,0,3,0,0,7,1,1,1,3,5,0,0
1953,Master,Married,54348.0,1,1,3070,51,70,0,16,0,0,4,2,2,0,4,6,0,0
1959,Graduation,Married,54984.0,0,1,3144,51,173,13,131,32,3,6,4,6,1,6,7,0,0
1984,Graduation,Single,34738.0,1,0,2979,51,3,2,10,3,0,2,1,1,0,3,6,0,0
1963,Graduation,Divorced,68118.0,0,1,3362,51,595,23,123,10,23,154,2,8,9,4,6,0,0
1963,Graduation,Divorced,68118.0,0,1,3362,51,595,23,123,10,23,154,2,8,9,4,6,0,0
1973,Graduation,Together,22682.0,1,0,3584,51,10,14,29,4,2,36,3,2,1,4,4,0,0
1975,Graduation,Married,51948.0,0,1,3393,51,82,33,54,71,30,41,2,5,2,4,5,0,0
1969,Graduation,Married,25293.0,1,0,3395,51,15,0,11,0,2,9,1,1,1,2,8,0,0
1969,Graduation,Married,25293.0,1,0,3395,51,15,0,11,0,2,9,1,1,1,2,8,0,0
1964,PhD,Married,41551.0,1,1,3427,51,220,0,33,3,0,23,5,5,1,5,8,0,0
1962,PhD,Together,56067.0,0,1,3452,51,517,12,54,16,6,120,2,7,4,7,5,0,0
1952,Graduation,Married,67433.0,0,2,3456,51,615,28,259,12,48,30,4,6,5,13,4,0,0
1983,Graduation,Together,22010.0,1,0,3472,51,11,2,9,3,0,8,2,2,0,3,8,0,0
1952,2n Cycle,Single,64831.0,1,1,3374,51,480,86,249,75,86,144,8,6,3,5,6,0,0
1954,Graduation,Married,62820.0,0,0,3344,51,398,61,265,138,61,53,1,3,4,6,1,0,0
1954,Graduation,Married,62820.0,0,0,3344,51,398,61,265,138,61,53,1,3,4,6,1,0,0
1959,2n Cycle,Divorced,78353.0,0,1,3547,51,752,122,476,39,153,34,1,10,2,11,8,0,0
1966,Master,Married,57183.0,1,1,3575,51,464,5,64,7,0,70,8,9,1,7,8,0,0
1965,Graduation,Single,23478.0,0,0,3575,51,28,6,27,12,17,39,1,3,0,3,8,0,0
1978,Graduation,Single,30168.0,1,0,3469,51,154,20,66,0,12,27,7,6,1,4,9,0,0
1989,Graduation,Married,37155.0,1,0,3622,51,23,0,26,7,15,3,1,2,0,4,5,0,0
1985,Basic,Single,16581.0,0,0,3318,51,1,3,4,2,3,11,1,0,0,3,4,0,0
1980,Graduation,Married,41850.0,1,1,3660,51,53,5,19,2,13,4,3,3,0,3,8,0,0
1967,Master,Divorced,81380.0,0,0,3662,51,741,68,689,224,68,103,1,4,2,10,2,0,0
1981,Graduation,Together,56386.0,1,1,3718,51,230,48,214,13,32,75,8,9,1,7,9,0,0
1971,Graduation,Divorced,25818.0,1,0,3727,51,5,2,8,2,2,9,1,0,1,2,7,0,0
1984,Graduation,Together,15345.0,1,0,3775,51,5,2,16,3,2,19,2,1,1,2,8,1,0
1977,Master,Together,57954.0,1,1,3119,52,456,4,24,0,0,9,7,8,2,6,7,0,0
1952,Graduation,Married,50300.0,0,1,3143,52,143,15,60,24,23,5,2,2,1,8,2,0,0
1955,PhD,Married,38725.0,1,1,3010,52,31,0,6,2,1,5,2,1,0,4,4,0,0
1989,2n Cycle,Together,10404.0,1,0,3193,52,2,2,11,10,6,12,2,1,0,4,5,0,0
1991,Basic,Single,26868.0,1,0,3168,52,0,0,1,8,3,2,1,1,0,2,7,0,0
1949,Graduation,Widow,72298.0,0,0,3012,52,625,35,169,58,17,35,1,4,3,6,1,0,0
1958,Graduation,Married,72905.0,0,0,3267,52,407,114,445,181,165,203,1,3,7,9,1,0,0
1976,Graduation,Single,47025.0,0,1,3461,52,254,7,108,20,0,26,3,6,3,5,6,0,0
1985,Graduation,Single,29938.0,1,0,3353,52,3,3,7,0,2,11,2,1,0,3,6,0,0
1948,PhD,Together,46681.0,0,2,3431,52,269,15,69,15,19,38,2,4,6,4,5,0,0
1948,PhD,Together,46681.0,0,2,3431,52,269,15,69,15,19,38,2,4,6,4,5,0,0
1970,Master,Single,29548.0,1,0,3412,52,7,1,6,3,1,11,1,1,1,2,4,0,0
1956,Master,Married,62058.0,0,1,3507,52,301,7,74,10,0,58,4,6,1,7,6,0,0
1963,PhD,Single,36736.0,1,1,3375,52,10,0,3,0,0,4,1,1,0,2,6,0,0
1952,Master,Single,8820.0,1,1,3572,52,12,0,13,4,2,4,4,3,0,3,8,0,0
1963,Basic,Together,14918.0,0,1,3825,52,3,3,3,15,4,15,1,1,0,3,6,0,0
1974,Graduation,Together,56715.0,0,0,3886,52,258,105,239,237,172,9,1,7,3,4,4,0,0
1978,Basic,Together,24882.0,1,0,3766,52,1,4,10,29,0,36,1,1,1,2,6,0,0
1978,Basic,Together,24882.0,1,0,3766,52,1,4,10,29,0,36,1,1,1,2,6,0,0
1952,Master,Together,40442.0,1,1,3787,52,45,12,52,25,22,13,4,3,1,4,7,1,0
1965,2n Cycle,Divorced,64176.0,0,1,3951,52,1215,33,249,64,116,149,8,8,9,8,6,0,0
1983,PhD,Married,23536.0,1,0,3192,53,6,0,3,0,0,1,1,0,0,3,3,0,0
1958,Graduation,Divorced,35246.0,1,1,3182,53,36,0,12,2,2,10,4,3,1,3,5,0,0
1978,Graduation,Married,28442.0,2,0,3233,53,19,3,10,11,8,6,3,2,1,4,4,0,0
1956,Graduation,Married,48195.0,1,1,3267,53,106,27,68,52,7,5,6,4,2,5,6,0,0
1982,2n Cycle,Single,74116.0,0,0,3289,53,871,111,704,145,55,166,1,4,4,10,2,0,0
1947,Master,Together,78093.0,0,0,3337,53,368,32,639,13,43,10,1,4,7,5,1,0,0
1952,Master,Divorced,59354.0,1,1,3334,53,233,2,53,3,5,14,3,6,1,5,6,0,0
1976,2n Cycle,Together,36301.0,1,0,3355,53,11,12,35,3,5,12,1,3,0,3,7,0,0
1943,Master,Single,77598.0,0,0,3643,53,1193,33,281,129,66,33,1,7,5,13,3,0,0
1972,Graduation,Married,62710.0,0,1,3510,53,441,35,83,7,29,11,4,4,2,12,4,0,0
1965,Graduation,Together,36317.0,0,1,3511,53,87,3,25,3,2,13,2,3,0,4,7,0,0
1971,PhD,Single,42767.0,2,0,3344,53,20,6,43,19,5,38,1,3,1,2,8,0,0
1982,Master,Married,43815.0,1,0,3529,53,14,10,29,4,7,15,1,2,0,3,6,0,0
1971,Graduation,Divorced,44421.0,1,1,3607,53,110,5,59,7,1,7,5,5,0,4,8,0,0
1943,PhD,Divorced,48948.0,0,0,3651,53,437,8,206,160,49,42,2,7,10,5,6,1,0
1943,PhD,Divorced,48948.0,0,0,3651,53,437,8,206,160,49,42,2,7,10,5,6,1,0
1950,Master,Divorced,63120.0,0,1,3747,53,965,69,279,54,41,69,5,8,4,9,7,1,0
1950,PhD,Married,55517.0,1,1,3748,53,483,0,108,0,6,36,5,11,1,6,9,1,0
1957,Graduation,Single,36864.0,0,1,3793,53,204,5,39,17,0,89,3,5,2,4,8,1,0
1977,Graduation,Divorced,82582.0,0,0,3101,54,510,120,550,156,40,241,1,4,9,7,1,1,0
1958,Graduation,Divorced,79803.0,0,1,3251,54,574,8,216,21,16,33,1,4,3,5,1,0,0
1967,PhD,Single,52569.0,0,1,3164,54,85,0,3,0,0,7,1,2,0,4,3,0,0
1948,PhD,Widow,82032.0,0,0,3164,54,332,194,377,149,125,57,0,4,6,7,1,0,0
1948,PhD,Widow,82032.0,0,0,3164,54,332,194,377,149,125,57,0,4,6,7,1,0,0
1972,Graduation,Married,65685.0,0,1,3200,54,642,14,49,0,7,57,1,9,2,9,5,0,0
1972,Graduation,Married,65685.0,0,1,3200,54,642,14,49,0,7,57,1,9,2,9,5,0,0
1957,PhD,Together,40451.0,0,2,3241,54,35,0,4,0,0,10,1,1,1,2,5,0,0
1973,2n Cycle,Divorced,31163.0,1,0,3244,54,2,3,10,11,2,10,1,1,0,3,6,0,0
1973,2n Cycle,Divorced,31163.0,1,0,3244,54,2,3,10,11,2,10,1,1,0,3,6,0,0
1952,Graduation,Married,35704.0,1,1,3228,54,30,9,12,2,11,30,3,2,0,4,4,0,0
1973,Graduation,Single,7500.0,1,0,3293,54,5,3,10,12,7,20,4,3,1,3,7,0,0
1983,Graduation,Together,36075.0,1,0,3398,54,46,0,30,12,1,30,1,2,0,4,6,0,0
1982,PhD,Together,70038.0,0,0,3355,54,587,54,348,71,54,130,1,4,4,8,2,0,0
1982,PhD,Together,70038.0,0,0,3355,54,587,54,348,71,54,130,1,4,4,8,2,0,0
1971,Graduation,Together,71796.0,0,0,3356,54,354,21,311,167,75,32,1,9,3,4,4,0,0
1967,2n Cycle,Together,47821.0,1,1,3360,54,9,0,16,6,6,10,1,1,0,3,8,0,0
1975,PhD,Married,45503.0,1,0,3385,54,97,4,44,6,1,18,1,3,1,4,5,0,0
1978,Graduation,Single,28647.0,1,0,3420,54,19,8,29,0,12,26,1,2,2,2,7,1,0
1972,Master,Divorced,37760.0,1,0,3341,54,26,3,13,2,10,0,1,2,0,3,6,0,0
1952,PhD,Together,85431.0,0,0,3435,54,376,53,462,168,53,53,1,2,7,7,0,0,0
1955,2n Cycle,Married,72635.0,0,0,3588,54,390,22,323,104,35,107,1,6,8,6,3,0,0
1955,2n Cycle,Married,72635.0,0,0,3588,54,390,22,323,104,35,107,1,6,8,6,3,0,0
1948,Graduation,Married,77142.0,0,0,3504,54,476,75,162,29,151,97,1,4,4,8,2,0,0
1978,Graduation,Together,53172.0,0,1,3497,54,121,62,90,68,20,125,3,2,3,8,3,0,0
1968,Graduation,Single,36065.0,1,1,3563,54,18,7,34,10,2,3,3,3,0,3,8,0,0
1973,Graduation,Together,73926.0,0,0,3619,54,627,91,597,159,91,15,1,6,5,12,3,0,0
1977,Graduation,Single,35790.0,1,0,3621,54,12,6,20,30,1,3,2,2,0,3,7,0,0
1962,Graduation,Divorced,39552.0,1,1,3666,54,165,3,147,4,24,41,7,6,2,5,8,1,0
1964,2n Cycle,Together,68316.0,0,1,3917,54,806,80,161,120,11,33,5,10,7,10,6,0,0
1977,PhD,Together,102160.0,0,0,3977,54,763,29,138,76,176,58,0,7,9,10,4,1,0
1965,Master,Widow,51390.0,1,1,3797,54,205,20,47,23,2,56,6,5,2,5,5,0,0
1981,Graduation,Single,72066.0,0,0,3114,55,1003,34,536,134,51,34,1,4,6,6,2,1,0
1976,Graduation,Together,21675.0,1,0,2978,55,4,0,16,17,4,4,3,4,0,3,7,0,0
1965,Graduation,Married,48006.0,1,1,3039,55,23,0,11,3,2,2,1,1,0,3,6,0,0
1975,Graduation,Married,65106.0,0,1,3144,55,790,19,133,12,0,19,3,8,3,13,6,0,0
1960,Graduation,Divorced,58401.0,0,1,3178,55,10,0,11,17,29,29,1,1,2,2,4,0,0
1960,Graduation,Married,29315.0,1,1,3133,55,13,2,14,8,7,4,4,2,0,4,6,0,0
1951,Master,Single,49389.0,1,1,3412,55,40,0,19,2,1,3,1,2,0,3,7,0,0
1965,PhD,Together,51717.0,0,1,3421,55,98,1,17,0,1,5,1,3,0,4,7,0,0
1960,2n Cycle,Widow,46779.0,1,1,3312,55,12,1,3,0,0,7,1,0,1,2,4,0,0
1960,Master,Married,28520.0,1,1,3488,55,11,0,10,0,2,20,1,1,1,2,6,0,0
1963,Graduation,Single,34377.0,0,1,3634,55,62,0,22,3,1,26,2,2,2,2,7,0,0
1961,PhD,Divorced,54959.0,0,1,3634,55,1148,0,60,0,0,24,3,9,5,4,7,1,0
1955,Master,Together,82384.0,0,0,3695,55,984,51,432,180,120,190,1,3,10,13,1,1,0
1956,Graduation,Single,46998.0,0,1,3723,55,172,41,86,45,6,27,5,5,3,5,7,0,0
1968,Graduation,Together,58554.0,1,1,3749,55,368,24,68,38,0,88,6,8,2,6,7,0,0
1968,Graduation,Together,58554.0,1,1,3749,55,368,24,68,38,0,88,6,8,2,6,7,0,0
1954,PhD,Divorced,57333.0,0,1,3753,55,941,14,397,76,58,176,11,8,5,9,6,1,0
1994,Graduation,Together,80685.0,0,0,3784,55,241,45,604,34,26,54,1,6,4,10,2,0,0
1965,Graduation,Together,52117.0,0,1,3790,55,112,10,107,30,0,20,2,5,2,4,7,0,0
1972,PhD,Together,62220.0,0,1,3706,55,799,12,375,16,12,12,5,7,6,5,6,1,0
1946,PhD,Together,64014.0,2,1,3009,56,406,0,30,0,0,8,7,8,2,5,7,0,0
1946,PhD,Together,64014.0,2,1,3009,56,406,0,30,0,0,8,7,8,2,5,7,0,0
1955,Master,Divorced,46390.0,0,1,3163,56,95,14,64,2,9,38,1,4,2,3,7,0,0
1979,Graduation,Together,75507.0,0,0,3252,56,709,93,374,104,80,80,1,8,6,6,3,0,0
1979,Graduation,Together,75507.0,0,0,3252,56,709,93,374,104,80,80,1,8,6,6,3,0,0
1951,Master,Married,59412.0,0,0,3179,56,90,67,165,30,43,11,1,4,2,8,3,0,0
1968,PhD,Divorced,50616.0,0,1,3180,56,128,0,16,0,1,4,2,4,0,4,7,0,0
1969,Master,Together,35924.0,1,1,3206,56,8,0,14,2,3,7,1,1,0,3,5,0,0
1982,2n Cycle,Married,57937.0,0,1,3241,56,261,42,144,55,48,133,3,4,4,9,3,0,0
1984,PhD,Married,73356.0,0,0,3135,56,1050,14,322,0,14,112,1,5,11,5,2,1,0
1974,Master,Together,21255.0,1,0,3267,56,29,0,25,2,2,3,4,2,1,4,4,0,0
1974,Master,Married,58494.0,0,1,3307,56,298,7,68,4,0,19,2,6,2,6,6,0,0
1969,Graduation,Married,72460.0,0,0,3335,56,377,10,540,80,30,10,1,3,5,7,1,0,0
1991,PhD,Together,68682.0,0,0,3492,56,919,0,505,99,30,45,1,4,9,10,2,0,0
1991,PhD,Together,68682.0,0,0,3492,56,919,0,505,99,30,45,1,4,9,10,2,0,0
1981,Master,Married,36959.0,1,0,3612,56,25,6,25,6,0,0,2,2,0,3,8,0,0
1971,PhD,Married,46463.0,1,1,3423,56,163,2,40,8,11,11,7,3,1,6,6,0,0
1979,Graduation,Single,61825.0,0,1,3464,56,162,50,100,55,30,27,1,4,2,8,4,0,0
1979,Graduation,Single,61825.0,0,1,3464,56,162,50,100,55,30,27,1,4,2,8,4,0,0
1989,Graduation,Married,28691.0,1,0,3556,56,5,4,13,8,0,4,1,1,0,3,8,0,0
1989,Graduation,Married,28691.0,1,0,3556,56,5,4,13,8,0,4,1,1,0,3,8,0,0
1976,Graduation,Together,54058.0,0,1,3557,56,198,18,252,32,108,54,2,4,6,8,3,0,0
1975,Graduation,Single,84196.0,0,1,3588,56,215,63,507,231,31,190,1,8,4,7,3,0,0
1963,Master,Together,38620.0,0,0,3344,56,112,17,44,34,22,89,1,2,5,3,3,0,0
1963,Master,Together,38620.0,0,0,3344,56,112,17,44,34,22,89,1,2,5,3,3,0,0
1973,Graduation,Single,3502.0,1,0,3550,56,2,1,1,0,0,1,0,0,0,0,14,0,0
1957,Graduation,Married,47743.0,0,1,3572,56,198,2,43,0,12,20,3,4,1,6,6,0,0
1949,PhD,Married,80360.0,0,0,3591,56,1493,86,454,112,43,43,2,4,4,5,2,0,0
1971,Graduation,Married,66303.0,0,1,3596,56,1090,12,96,16,12,60,4,3,4,11,8,0,0
1969,Graduation,Married,52413.0,0,2,3620,56,295,106,271,75,98,65,4,6,4,12,6,0,0
1956,Graduation,Single,60714.0,0,0,3636,56,216,162,224,101,92,162,2,7,4,10,5,1,0
1984,Master,Single,31385.0,1,0,3886,56,3,2,12,0,1,9,1,1,0,2,8,1,0
1995,2n Cycle,Single,83257.0,0,0,3757,56,536,27,590,38,107,67,1,5,10,12,6,1,1
1975,PhD,Married,80427.0,0,1,3675,56,1149,71,449,69,71,26,1,11,8,8,5,0,0
1949,Graduation,Together,38823.0,0,1,3776,56,70,0,11,2,8,23,1,2,1,3,6,0,0
1977,Graduation,Married,42014.0,1,0,3789,56,244,15,108,4,15,50,6,7,1,6,8,1,0
1977,Graduation,Married,42014.0,1,0,3789,56,244,15,108,4,15,50,6,7,1,6,8,1,0
1948,PhD,Together,76140.0,0,0,3155,57,586,66,653,17,0,26,1,5,9,6,2,0,0
1964,2n Cycle,Divorced,41713.0,1,1,3169,57,77,8,44,10,10,25,5,3,1,4,6,0,0
1954,PhD,Married,62670.0,0,1,3255,57,539,30,92,80,46,38,1,5,3,13,3,0,0
1972,2n Cycle,Married,70932.0,0,1,3269,57,200,193,100,46,185,185,2,6,2,12,3,0,0
1951,PhD,Married,78939.0,0,0,3307,57,794,115,243,150,0,205,1,8,5,6,3,0,0
1960,Graduation,Together,44512.0,1,1,3411,57,23,1,6,0,0,2,2,1,0,3,4,0,0
1968,Graduation,Married,63967.0,0,1,3402,57,387,84,141,73,35,162,3,4,4,12,2,0,0
1948,Graduation,Single,90842.0,0,0,3443,57,774,70,118,182,187,93,1,4,9,13,1,0,0
1947,PhD,Widow,25358.0,0,1,3450,57,19,0,5,0,0,8,2,1,0,3,6,0,0
1982,Graduation,Single,28567.0,1,0,3485,57,11,3,22,2,2,6,2,2,0,3,6,0,0
1978,Graduation,Married,66373.0,1,1,3313,57,328,9,124,12,24,109,7,4,2,10,3,0,0
1978,Graduation,Married,66373.0,1,1,3313,57,328,9,124,12,24,109,7,4,2,10,3,0,0
1952,Graduation,Together,83844.0,0,0,3314,57,901,31,345,75,31,191,1,4,4,11,1,0,0
1952,Graduation,Together,83844.0,0,0,3314,57,901,31,345,75,31,191,1,4,4,11,1,0,0
1952,Graduation,Together,83844.0,0,0,3314,57,901,31,345,75,31,191,1,4,4,11,1,0,0
1968,PhD,Divorced,83664.0,1,1,3436,57,866,21,151,28,21,86,3,2,2,12,5,0,0
1951,Master,Married,27450.0,0,0,3548,57,37,12,23,8,11,52,1,2,1,3,7,0,0
1978,PhD,Single,54880.0,1,0,3650,57,308,85,137,102,45,118,2,6,2,11,5,0,0
1965,PhD,Married,71322.0,0,1,3606,57,753,43,226,69,10,204,2,8,5,13,4,0,0
1976,PhD,Single,60000.0,0,1,3662,57,1048,0,217,0,0,12,5,11,3,5,6,0,0
1969,Master,Together,65176.0,0,1,3716,57,960,28,183,220,70,70,4,9,6,6,6,0,0
1952,PhD,Together,61010.0,0,1,3765,57,888,0,57,0,0,76,2,8,5,11,5,0,0
1981,Graduation,Together,31089.0,1,0,3789,57,31,3,31,2,8,4,3,3,0,4,8,0,0
1988,Graduation,Single,20518.0,1,0,3150,58,4,1,6,4,1,9,1,1,1,2,5,0,0
1948,PhD,Married,34469.0,1,1,3193,58,19,6,20,0,5,12,3,1,1,4,4,0,0
1952,Graduation,Married,28332.0,0,0,3168,58,14,10,13,4,15,9,1,2,1,4,2,0,0
1965,Graduation,Together,33456.0,1,1,3177,58,7,3,10,8,1,7,2,1,0,3,7,0,0
1968,PhD,Married,38443.0,1,1,3261,58,32,0,5,0,0,1,2,1,0,3,7,0,0
1973,Graduation,Single,65333.0,0,1,3271,58,654,7,92,0,15,30,7,9,4,8,6,0,0
1952,Graduation,Divorced,82623.0,0,0,3369,58,204,34,204,172,153,173,1,2,9,4,1,0,0
1971,Graduation,Married,73691.0,0,1,3491,58,707,21,250,85,43,73,2,6,2,8,2,0,0
1947,Graduation,Together,74485.0,0,0,3417,58,499,149,815,173,49,49,1,6,7,12,3,0,0
1955,Graduation,Together,65748.0,0,1,3548,58,172,73,93,95,78,34,2,2,4,10,1,0,1
1982,Basic,Single,24367.0,1,0,3574,58,2,4,2,0,11,5,1,1,0,2,9,0,0
1971,Graduation,Single,91700.0,0,0,3636,58,576,172,961,125,115,19,1,8,6,5,3,1,0
1957,PhD,Married,82017.0,0,0,3826,58,184,23,446,30,23,23,1,5,4,7,2,1,0
1957,Graduation,Single,58138.0,0,0,3919,58,635,88,546,172,88,88,3,8,10,4,7,1,0
1953,Master,Married,59354.0,0,2,3174,59,295,21,78,39,13,13,1,4,4,7,3,0,0
1955,PhD,Married,58482.0,0,1,2951,59,576,7,115,19,7,7,2,7,4,9,6,0,0
1976,Graduation,Together,29478.0,1,0,3271,59,8,0,7,3,1,1,1,1,0,3,6,0,0
1972,Graduation,Together,64474.0,0,1,3358,59,381,35,172,56,86,93,2,8,2,10,5,0,0
1975,Master,Single,31160.0,1,0,3394,59,16,3,25,6,1,13,2,2,0,3,8,0,0
1972,Graduation,Married,40321.0,1,1,3443,59,44,4,21,6,0,27,2,3,0,3,7,0,0
1972,Graduation,Married,40321.0,1,1,3443,59,44,4,21,6,0,27,2,3,0,3,7,0,0
1971,Graduation,Single,55239.0,0,1,3458,59,371,17,238,23,24,106,3,7,5,11,5,0,0
1943,PhD,Widow,57513.0,0,0,3495,59,735,40,183,52,20,30,2,9,3,13,6,0,0
1979,Graduation,Together,85693.0,0,1,3543,59,386,172,183,185,132,111,2,9,5,11,5,0,0
1977,Graduation,Married,71855.0,0,1,3637,59,548,31,422,0,112,28,4,5,5,11,3,0,0
1976,Basic,Married,7500.0,0,0,3701,59,6,16,11,11,1,16,1,2,0,3,8,0,0
1971,PhD,Married,71969.0,0,1,3729,59,1000,0,76,0,0,10,3,3,4,9,8,0,0
1977,PhD,Married,28973.0,0,0,3732,59,206,0,46,3,2,12,2,5,1,5,8,0,0
1951,Graduation,Single,80872.0,0,0,2949,60,483,72,567,94,12,108,1,4,4,10,1,0,0
1956,PhD,Married,84117.0,0,0,2979,60,611,76,749,59,45,26,1,7,10,6,2,0,0
1958,2n Cycle,Single,38741.0,1,1,3199,60,7,10,17,8,6,13,2,2,0,3,7,0,0
1973,Master,Married,38961.0,1,0,3289,60,19,7,19,0,1,24,1,2,1,2,7,0,0
1968,Graduation,Single,75922.0,0,0,3398,60,265,138,553,224,23,92,1,4,4,9,1,0,0
1965,Master,Married,56962.0,2,1,3339,60,292,3,77,10,3,26,7,6,3,5,7,0,0
1965,Master,Married,56962.0,2,1,3339,60,292,3,77,10,3,26,7,6,3,5,7,0,0
1949,Graduation,Widow,70165.0,0,0,3388,60,161,0,253,199,191,122,1,3,7,11,1,0,0
1973,Graduation,Married,65308.0,0,0,3340,60,713,0,264,120,80,34,1,7,8,12,4,0,0
1951,Master,Together,29298.0,1,1,3463,60,6,0,2,2,0,1,1,1,0,2,5,0,0
1967,PhD,Married,63246.0,0,2,3421,60,593,30,91,29,22,7,1,6,3,12,4,0,0
1952,Graduation,Together,33402.0,1,1,3454,60,26,2,19,10,5,8,3,2,1,3,8,0,0
1990,Graduation,Single,96843.0,0,0,3540,60,448,71,951,40,17,17,1,6,11,10,2,1,0
1986,PhD,Married,82333.0,0,0,3564,60,1311,0,359,46,89,17,1,4,3,10,2,1,0
1949,Graduation,Widow,72643.0,0,0,3595,60,526,80,553,123,94,53,1,3,10,7,2,1,0
1982,PhD,Together,32313.0,1,0,3347,60,86,4,56,2,4,7,3,4,0,4,9,0,0
1956,Master,Single,55284.0,0,1,3660,60,547,7,140,0,7,63,3,7,5,8,5,0,0
1979,Graduation,Divorced,15287.0,1,0,3735,60,1,2,8,4,3,13,2,1,1,2,7,1,0
1979,Graduation,Divorced,15287.0,1,0,3735,60,1,2,8,4,3,13,2,1,1,2,7,1,0
